Name,Draft Year,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Isaac Hamilton ,2012,NA,"6' 5""",184,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trevor Releford ,2012,NA,"6' 0""",201,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Deonte Burton ,2012,NA,"6' 1""",185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
C.J. McCollum ,2012,NA,"6' 3""",192,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10
Rashad Vaughn ,2013,NA,"6' 5""",203,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Robert Johnson ,2013,NA,"6' 3""",180,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trevor Releford ,2013,NA,"6' 0""",196,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Semaj Christon ,2013,NA,"6' 3""",185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,55
Edmond Sumner ,2013,NA,"6' 4""",149,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ja’Quan Newton ,2013,NA,"6' 2""",173,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Kell ,2013,NA,"6' 3.5""",201,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandone Francis ,2013,NA,"6' 5""",209,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandone Francis ,2013,NA,"6' 5""",209,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Robert Johnson ,2013,NA,"6' 3""",180,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Kell ,2013,NA,"6' 3.5""",201,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk ,2013,NA,"6' 3.5""",171,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ja'Quan Newton ,2013,NA,"6' 2""",173,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Edmond Sumner ,2013,NA,"6' 4""",149,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rashad Vaughn ,2013,NA,"6' 5""",203,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trevor Releford ,2013,NA,"6' 0""",196,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Semaj Christon ,2013,NA,"6' 3""",185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,55
Amir Coffey ,2013,NA,"6' 6""",173,"6' 6""","8' 7""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryant Crawford ,2013,NA,"6' 2.5""",186,"6' 6""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Davis ,2013,NA,"6' 2""",174,"6' 6""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Quentin Goodin ,2013,NA,"6' 2.5""",171,"6' 6""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rashad Vaughn ,2013,NA,"6' 5""",203,"6' 6""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk ,2013,NA,"6' 2.5""",178,"6' 6""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sviatoslav Mykhailiuk ,2014,NA,"6' 6""",191,"6' 6""",NA,NA,8,8.75,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Holiday ,2014,NA,"6' 1""",187,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryant Crawford ,2014,NA,"6' 3.5""",184,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chasson Randle ,2014,NA,"6' 1.5""",180,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Aaron Fox ,2014,NA,"6' 3.5""",164,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Davis ,2014,NA,"6' 3""",181,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk ,2014,NA,"6' 3.5""",180,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Beasley ,2014,NA,"6' 4""",185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jake Lindsey ,2014,NA,"6' 5""",193,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Haanif Cheatham ,2014,NA,"6' 5""",175,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Falzon ,2014,NA,"6' 8""",214,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Holiday ,2014,NA,"5' 11""",187,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Aaron Fox ,2014,NA,"6' 3.5""",164,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Beasley ,2014,NA,"6' 4""",185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jake Lindsey ,2014,NA,"6' 5""",193,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Haanif Cheatham ,2014,NA,"6' 5""",175,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Davis ,2014,NA,"6' 3""",181,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Falzon ,2014,NA,"6' 8""",214,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kobi Simmons ,2014,NA,"6' 4""",159,"6' 6""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Allonzo Trier ,2014,NA,"6' 3.25""",194,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevin Murphy ,2012,"6' 5""","6' 6.25""",194,"6' 6.75""","8' 3""",5.8,8.5,8.5,31,"10' 10""",36.5,"11' 3.5""",11,10.97,3.42,NA,47
Tarence Kinsey ,2006,"6' 4.75""","6' 5.5""",179,"6' 6.75""","8' 4.5""",4.1,0,0,29,"10' 9.5""",35.5,"11' 4""",5,10.67,3.3,45,No
Joah Tucker ,2006,"6' 4.5""","6' 5.75""",235,"6' 6.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mikhail Torrance ,2010,"6' 4""",NA,207,"6' 6.75""","8' 5.75""",NA,8.75,9.5,23,"10' 4.75""",32,"11' 1.75""",8,11.43,3.17,NA,52
Rashad Anderson ,2006,"6' 3.75""","6' 5""",225,"6' 6.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kim English ,2012,"6' 3.5""","6' 4.5""",198,"6' 6.75""","8' 3.25""",8.4,9,0,29.3,"10' 8.55""",35.3,"11' 2.55""",6,11,3.23,NA,44
Doron Lamb ,2012,"6' 3.25""","6' 4.75""",199,"6' 6.75""","8' 2.5""",6.7,8.5,8.75,29,"10' 7.5""",33.5,"11' 0""",2,11.12,3.41,NA,42
Nemanja Nedovic ,2013,"6' 3""","6' 4""",200,"6' 6.75""","8' 3""",NA,0,0,30,"10' 9""",35,"11' 2""",NA,10.8,3.15,NA,30
Razhaun Henderson ,2012,"6' 3""",NA,189,"6' 6.75""","8' 4.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Darin Johnson ,2012,"6' 3""",NA,181,"6' 6.75""","8' 4.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Davion Berry ,2014,"6' 2.5""",NA,183,"6' 6.75""","8' 3.5""",NA,0,0,27,"10' 6.5""",NA,NA,NA,11.12,3.42,NA,No
Gary Harris ,2014,"6' 2.5""","6' 4.5""",205,"6' 6.75""","8' 0""",4.6,8.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,19
Zach Lavine ,2012,"6' 2.5""",NA,167,"6' 6.75""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13
Kent Payne ,2012,"6' 2.5""",NA,188,"6' 6.75""","8' 5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Taquan Dean ,2006,"6' 2""","6' 3""",183,"6' 6.75""","8' 2""",3.9,0,0,30.5,"10' 8.5""",34.5,"11' 0.5""",16,10.53,3.2,7,No
Darren Kelly ,2001,"6' 2""","6' 3.5""",178,"6' 6.75""","8' 4""",NA,0,0,30.5,"10' 10.5""",34.5,"11' 2.5""",1,11.38,3.21,43,No
Brandon Knight ,2011,"6' 1.5""","6' 3.25""",177,"6' 6.75""","8' 2.5""",4.2,8.25,9.5,29,"10' 7.5""",37.5,"11' 4""",10,10.74,3.07,NA,8
Ian Miller ,2014,"6' 1.5""","6' 2.5""",193,"6' 6.75""","8' 2""",6.8,8.25,9,32.5,"10' 10.5""",37.5,"11' 3.5""",2,12.04,3.23,NA,No
Derryl Williams ,2012,"6' 1.5""",NA,196,"6' 6.75""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Larry Richardson ,2012,"6' 1.25""",NA,175,"6' 6.75""","8' 3.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Earl Watson ,2001,"6' 0""","6' 1.25""",184,"6' 6.75""","8' 1""",NA,0,0,32.5,"10' 9.5""",37.5,"11' 2.5""",4,10.97,3.19,23,39
Amedeo Della Valle ,2014,NA,NA,184,"6' 6.75""","8' 5""",NA,0,0,25.5,"10' 6.5""",30,"10' 11""",NA,11.96,3.45,NA,No
Pietro Aradori ,2010,"6' 3.98""","6' 5.56""",233,"6' 6.74""","8' 5.18""",NA,0,0,22.4,"10' 3.58""",32.3,"11' 1.48""",NA,NA,NA,NA,No
Edwin Jackson ,2010,"6' 2.02""","6' 3.20""",201,"6' 6.74""","8' 3.61""",NA,0,0,31.1,"10' 10.71""",36.2,"11' 3.81""",NA,NA,NA,NA,No
Edwin Jackson ,2011,"6' 2.02""","6' 3.20""",198,"6' 6.74""","8' 2.43""",3.5,0,0,30.8,"10' 9.23""",35.7,"11' 2.13""",NA,NA,3.06,NA,No
Chace Stanback ,2012,"6' 7""",NA,208,"6' 6.5""",NA,NA,0,0,26.8,NA,NA,NA,NA,11,3.28,NA,No
Jason Kapono ,2003,"6' 6.5""","6' 8""",215,"6' 6.5""","8' 6""",11.7,0,0,23.5,"10' 5.5""",30,"11' 0""",8,11.04,3.38,60,31
Danilo Djuricic ,2015,"6' 6.5""",NA,199,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jon Diebler ,2011,"6' 5.5""","6' 6.5""",200,"6' 6.5""","8' 4""",10.2,8,0,26.5,"10' 6.5""",35,"11' 3""",NA,9.11,4.1,NA,51
Andreja Milutinovic ,2009,"6' 5.5""","6' 6.5""",194,"6' 6.5""","8' 6""",NA,0,0,27,"10' 9""",35,"11' 5""",NA,NA,3.55,NA,No
Matt Carroll ,2003,"6' 5""","6' 6.25""",207,"6' 6.5""","8' 2.5""",6.7,0,0,29,"10' 7.5""",33.5,"11' 0""",13,11.11,3.35,33,No
Ralston Turner ,2015,"6' 4.75""",NA,208,"6' 6.5""","8' 4.5""",NA,0,0,29.5,"10' 10""",NA,NA,NA,5.53,3.32,NA,No
Travis Hansen ,2003,"6' 4.5""","6' 5.5""",200,"6' 6.5""","8' 4.5""",6,0,0,31.5,"11' 0""",35,"11' 3.5""",16,10.72,3.18,10,37
Dwight Lewis ,2010,"6' 4.5""",NA,210,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Braydon Hobbs ,2012,"6' 4.5""",NA,174,"6' 6.5""",NA,NA,0,0,23.3,NA,NA,NA,NA,17.96,3.51,NA,No
Kim English ,2012,"6' 4.5""","6' 5.75""",192,"6' 6.5""","8' 2""",4.3,8.5,8.75,29,"10' 7""",36.5,"11' 2.5""",NA,10.59,3.33,NA,44
Wayne Ellington ,2009,"6' 4.25""","6' 5.25""",202,"6' 6.5""","8' 4""",5.5,0,0,31.5,"10' 11.5""",38,"11' 6""",13,11.14,3.2,NA,28
Matt Gatens ,2012,"6' 4.25""",NA,213,"6' 6.5""",NA,NA,0,0,26.3,NA,NA,NA,NA,10.99,3.25,NA,No
Bill Clark ,2011,"6' 4""",NA,208,"6' 6.5""","8' 4""",NA,0,0,26.5,"10' 6.5""",NA,NA,NA,12.24,3.45,NA,No
Charles Hinkle ,2012,"6' 4""",NA,208,"6' 6.5""",NA,NA,0,0,26.8,NA,NA,NA,NA,11.32,3.41,NA,No
Travis Bader ,2014,"6' 4""",NA,184,"6' 6.5""","8' 3""",NA,0,0,24.5,"10' 3.5""",NA,NA,NA,11.89,3.36,NA,No
D.J. Strawberry ,2007,"6' 3.75""","6' 5""",199,"6' 6.5""","8' 5""",4.5,0,0,28.5,"10' 9.5""",35,"11' 4""",21,10.87,3.14,1,59
Joah Tucker ,2006,"6' 3.75""","6' 5.25""",224,"6' 6.5""","8' 3.5""",7,0,0,29,"10' 8.5""",34,"11' 1.5""",19,11.58,3.31,21,No
Demetric Bennett ,2008,"6' 3.75""","6' 4.5""",216,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Joseph Forte ,2001,"6' 3.5""","6' 4.5""",193,"6' 6.5""","8' 4.5""",NA,0,0,26.5,"10' 7""",33,"11' 1.5""",10,11.51,3.19,40,21
Bootsy Thornton ,2000,"6' 3.5""","6' 4.5""",195,"6' 6.5""","8' 5.5""",NA,0,0,26.5,"10' 8""",31,"11' 0.5""",7,12.08,3.33,46,No
Rodney Green ,2010,"6' 3.5""",NA,216,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jared Cunningham ,2012,"6' 3.5""","6' 5""",188,"6' 6.5""","8' 2""",3.6,8.25,9,NA,NA,NA,NA,4,NA,NA,NA,24
Anthony Winchester ,2006,"6' 3.5""","6' 5""",208,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Steven Gray ,2011,"6' 3.25""",NA,210,"6' 6.5""","8' 2.5""",NA,0,0,30.5,"10' 9""",NA,NA,NA,11.45,3.35,NA,No
Olivier Hanlan ,2015,"6' 3.25""","6' 4.25""",186,"6' 6.5""","8' 4""",4.3,8,8.75,28,"10' 8""",34,"11' 2""",NA,11.36,3.25,NA,No
Gary Harris ,2012,"6' 3""","6' 4""",210,"6' 6.5""","8' 3.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
Carlon Brown ,2012,"6' 3""",NA,216,"6' 6.5""",NA,NA,0,0,31.3,NA,NA,NA,NA,11.15,3.39,NA,No
Nikolas Pappas ,2009,"6' 3""","6' 4.25""",206,"6' 6.5""","8' 4""",NA,0,0,20,"10' 0""",31,"10' 11""",NA,NA,3.73,NA,No
Ron Lewis ,2007,"6' 2.75""","6' 4.5""",194,"6' 6.5""","8' 3""",4.5,0,0,33,"11' 0""",38,"11' 5""",16,11.59,3.22,9,No
Kwame Vaughn ,2013,"6' 2.75""",NA,187,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nojel Eastern ,2014,"6' 2.75""","6' 3.75""",184,"6' 6.5""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devoe Joseph ,2012,"6' 2.5""",NA,175,"6' 6.5""",NA,NA,0,0,27.3,NA,NA,NA,NA,11.41,3.2,NA,No
Charlie Westbrook ,2012,"6' 2.5""",NA,196,"6' 6.5""",NA,NA,0,0,31.3,NA,NA,NA,NA,11.08,3.32,NA,No
Brandon Triche ,2013,"6' 2.5""","6' 3.5""",215,"6' 6.5""","8' 2.5""",7.2,8,9,31.5,"10' 10""",36.5,"11' 3""",15,11.17,3.36,NA,No
Brandon Fields ,2015,"6' 2.5""","6' 3.75""",184,"6' 6.5""","8' 1.5""",NA,0,0,33,"10' 10.5""",38,"11' 3.5""",NA,11.21,3.37,NA,No
Kelvin Pena ,2004,"6' 2.25""","6' 3.25""",182,"6' 6.5""","8' 3.5""",NA,0,0,27.5,"10' 7""",32.5,"11' 0""",1,11.5,3.24,56,No
Immanuel McElroy ,2002,"6' 2.25""","6' 3.25""",191,"6' 6.5""","8' 4""",NA,0,0,NA,NA,NA,NA,9,NA,NA,77,No
Casey Mitchell ,2011,"6' 2.25""",NA,227,"6' 6.5""","8' 2.5""",NA,0,0,29,"10' 7.5""",NA,NA,NA,12.69,3.29,NA,No
Ian Clark ,2013,"6' 2.25""",NA,173,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Acie Law ,2007,"6' 2""","6' 3.5""",186,"6' 6.5""","8' 2""",5.6,0,0,29,"10' 7""",34,"11' 0""",8,11,3.22,32,11
Dwayne Mitchell ,2006,"6' 2""","6' 3.25""",208,"6' 6.5""","8' 2.5""",4.5,0,0,37.5,"11' 4""",41.5,"11' 8""",17,11.45,3.16,3,No
Malcolm Delaney ,2011,"6' 2""",NA,185,"6' 6.5""","8' 2.25""",NA,0,0,26,"10' 4.25""",NA,NA,NA,11.87,3.32,NA,No
Anthony Gurley ,2011,"6' 2""",NA,212,"6' 6.5""","8' 1.75""",NA,0,0,28.5,"10' 6.25""",NA,NA,NA,12.06,3.31,NA,No
Davion Berry ,2015,"6' 2""","6' 3.25""",192,"6' 6.5""","8' 1.5""",NA,0,0,27.5,"10' 5""",33.5,"10' 11""",NA,12.11,3.27,NA,No
Langston Hall ,2014,"6' 1.75""",NA,179,"6' 6.5""","8' 2""",NA,0,0,28.5,"10' 6.5""",NA,NA,NA,11.65,3.36,NA,No
Stanley Burrell ,2008,"6' 1.5""","6' 2.5""",201,"6' 6.5""","8' 1.5""",5.6,0,0,29.5,"10' 7""",34.5,"11' 0""",21,11.19,3.19,NA,No
Semaj Christon ,2014,"6' 1.5""","6' 3.25""",186,"6' 6.5""","8' 3""",5.3,8.5,8.25,30.5,"10' 9.5""",36.5,"11' 3.5""",NA,11.55,3.32,NA,55
Darius Johnson Odom,2012,"6' 1""","6' 2""",214,"6' 6.5""","8' 2""",10.2,8.63,0,32.5,"10' 10.5""",40,"11' 6""",17,10.84,3.21,NA,55
Ashton Gibbs ,2012,"6' 0.5""",NA,183,"6' 6.5""",NA,NA,0,0,24.8,NA,NA,NA,NA,11.69,3.45,NA,No
Patrick Beverley ,2009,"6' 0.25""","6' 1.5""",179,"6' 6.5""","8' 2""",NA,0,0,34,"11' 0""",37,"11' 3""",NA,NA,3.62,NA,42
Antonio Burks ,2004,"6' 0""","6' 0.75""",191,"6' 6.5""","8' 0.5""",NA,0,0,NA,NA,NA,NA,9,NA,NA,76,36
Chris Duhon ,2004,"6' 0""","6' 1.25""",193,"6' 6.5""","8' 2""",NA,0,0,31.5,"10' 9.5""",35,"11' 1""",7,10.45,3.14,18,38
Ashton Gibbs ,2011,"6' 0""","6' 1.5""",182,"6' 6.5""","7' 11.5""",11.5,9.25,0,23.5,"9' 11""",28.5,"10' 4""",NA,9.75,4.14,NA,No
Trevor Releford ,2014,"5' 11""",NA,197,"6' 6.5""","7' 10.5""",NA,0,0,23,"9' 9.5""",NA,NA,NA,12.36,3.41,NA,No
Josh Akognon ,2009,"5' 10""","5' 11""",188,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malcolm Delaney ,2009,NA,"6' 4""",184,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Dion Waiters ,2009,NA,"6' 3.5""",201,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Malcolm Delaney ,2009,NA,"6' 4""",184,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Manny Harris ,2009,NA,"6' 5.5""",183,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Myck Kabongo ,2009,NA,"6' 2""",160,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dion Waiters ,2009,NA,"6' 3.5""",201,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Manny Harris ,2009,NA,"6' 5.5""",183,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Yi Hsiang Chou ,2010,NA,"6' 4""",202,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Harris ,2010,NA,"6' 4""",195,"6' 6.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
Nigel Williams Goss ,2012,NA,"6' 3.5""",182,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devin Booker ,2012,NA,"6' 5""",186,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nigel Williams Goss ,2012,NA,"6' 3.5""",182,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devin Booker ,2012,NA,"6' 5""",186,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Keith Frazier ,2012,NA,"6' 6""",189,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Erick Green ,2012,NA,"6' 2.5""",180,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,46
Ahmed Hill ,2013,NA,"6' 4.5""",192,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Grayson Allen ,2013,NA,"6' 4.5""",189,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Grayson Allen ,2013,NA,"6' 4.5""",189,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ahmed Hill ,2013,NA,"6' 4.5""",192,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Delon Wright ,2014,NA,"6' 5""",179,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Adams ,2014,NA,"6' 2""",191,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terry Rozier ,2014,NA,"6' 2""",189,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Antonio Blakeney ,2014,NA,"6' 4""",177,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Prince Ali ,2014,NA,"6' 3.5""",185,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terance Mann ,2014,NA,"6' 6""",193,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Charles Mann ,2014,NA,"6' 6""",214,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Delon Wright ,2014,NA,"6' 5""",179,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Antonio Blakeney ,2014,NA,"6' 4""",177,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Prince Ali ,2014,NA,"6' 3.5""",185,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terance Mann ,2014,NA,"6' 6""",193,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Lucca Staiger ,2010,"6' 3.59""","6' 4.77""",229,"6' 6.35""","8' 5.57""",NA,0,0,25.6,"10' 7.17""",34.3,"11' 3.87""",NA,NA,NA,NA,No
Jeff Taylor ,2012,"6' 6""","6' 7.25""",213,"6' 6.25""","8' 5.5""",4.2,8.25,9.75,33.5,"11' 3""",40,"11' 9.5""",15,10.87,3.29,NA,31
Riley Norris ,2012,"6' 5.5""",NA,173,"6' 6.25""","8' 6.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devin Booker ,2014,"6' 5.25""","6' 6.25""",206,"6' 6.25""","8' 4""",10.3,8.5,9,31,"10' 11""",35.5,"11' 3.5""",20,10.31,3.23,NA,No
Dan Grunfeld ,2006,"6' 4.75""","6' 6""",216,"6' 6.25""","8' 3""",10.4,0,0,28,"10' 7""",33.5,"11' 0.5""",16,11.3,3.46,42,No
Craig Dawson ,2002,"6' 3.5""","6' 4.75""",200,"6' 6.25""","8' 6""",NA,0,0,26,"10' 8""",30,"11' 0""",,12.06,3.25,65,No
Paolo Marinelli ,2014,"6' 3.5""","6' 4.5""",183,"6' 6.25""","8' 1.5""",NA,0,0,25.5,"10' 3""",31.5,"10' 9""",NA,10.7,3.37,NA,No
LaceDarius Dunn ,2011,"6' 3""","6' 4""",188,"6' 6.25""","8' 5""",5.5,9,10.25,26.5,"10' 7.5""",31,"11' 0""",3,11.45,3.27,NA,No
Guillem Vives ,2014,"6' 3""","6' 4""",172,"6' 6.25""","8' 4""",NA,0,0,26,"10' 6""",30,"10' 10""",NA,11.37,3.33,NA,No
Michael Hermon ,2000,"6' 2.75""","6' 3.5""",195,"6' 6.25""","8' 2.5""",NA,0,0,29,"10' 7.5""",33,"10' 11.5""",,11.79,3.25,36,No
Tyshawn Taylor ,2012,"6' 2.75""","6' 4""",177,"6' 6.25""","8' 1.5""",4.2,8.75,8.75,32,"10' 9.5""",36.5,"11' 2""",,11.48,3.2,NA,41
Randy Foye ,2006,"6' 2.25""","6' 3.25""",212,"6' 6.25""","8' 1""",10,0,0,32,"10' 9""",38,"11' 3""",14,10.53,3.23,6,7
D'Aundray Brown ,2012,"6' 2.25""","6' 3.5""",189,"6' 6.25""","8' 2.75""",10,8,0,31.3,"10' 10.05""",36.8,"11' 3.55""",12,11.4,3.25,NA,No
Nate Funk ,2007,"6' 2.25""","6' 3.25""",194,"6' 6.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
CJ McCollum ,2013,"6' 2.25""","6' 3.25""",197,"6' 6.25""","8' 0.5""",8.6,8,9.5,32,"10' 8.5""",38.5,"11' 3""",13,11.02,3.32,NA,10
Deron Williams ,2005,"6' 1.75""","6' 2.75""",202,"6' 6.25""","8' 2""",NA,0,0,30,"10' 8""",35,"11' 1""",15,10.83,3.25,10,3
Demetri McCamey ,2011,"6' 1.75""","6' 3.25""",204,"6' 6.25""","8' 3.5""",6.1,8.5,9,27,"10' 6.5""",33,"11' 0.5""",NA,11.55,3.19,NA,52
Jerry Green ,2001,"6' 1.5""","6' 2.75""",179,"6' 6.25""","8' 3""",NA,0,0,28.5,"10' 7.5""",35,"11' 2""",13,11.7,3.17,32,No
